total_pickups,n_zones,peak_hour,top_zone_id,top_zone_name,top_zone_pickups,figures
276103,61,18,97,Fort Greene,22525,brooklyn_total_demand_map.png;hourly_pattern.png;weekday_weekend_pattern.png;weather_demand_relation.png;top20_zones.png
