model,reference_MAE,reference_RMSE,reference_SMAPE,training_rows,fhv_rows,avg_taxi_reference_price,avg_fhv_price,avg_estimated_cost,avg_estimated_profit_rate
hist_gradient_boosting_reference_price,1.907729932772699,4.024768632944523,0.1040852312236284,120000,115,17.545056095783448,15.964956521739131,10.115595498875637,0.5618054970790332
